run,task,trajectory,success,length,revisit_fraction,invalid_fraction,conflict_fraction,future_abs
M11,51a9461e-d275-45e3-80e4-0317c8f027d3,4ec134fe-e3c1-4257-a571-b0c0e732b238,False,5,0.4,0.0,0.0,0.0
M11,51a9461e-d275-45e3-80e4-0317c8f027d3,692a3178-7d58-4203-b7a2-79af81ecd61d,False,5,0.4,0.0,0.0,0.0
M11,51a9461e-d275-45e3-80e4-0317c8f027d3,6ee46284-350e-4562-84af-127d63167eb5,False,5,0.4,0.0,0.0,0.0
M11,51a9461e-d275-45e3-80e4-0317c8f027d3,8b0e3c4b-9a95-46ef-98a5-ea1606cf1442,False,5,0.4,0.0,0.0,0.0
M11,51a9461e-d275-45e3-80e4-0317c8f027d3,a93739eb-4b15-4150-bc80-e405e57a4397,False,5,0.4,0.0,0.0,0.0
M11,51a9461e-d275-45e3-80e4-0317c8f027d3,af03d3a2-0fff-4a2c-8bc2-af771669ea90,False,5,0.4,0.0,0.0,0.0
M11,51a9461e-d275-45e3-80e4-0317c8f027d3,feeb3618-5196-40a7-9577-f2976acefbc3,False,5,0.4,0.0,0.0,0.0
M11,5bc76725-6d63-4509-b203-931eb5dd08ad,2e8b0e91-8166-45eb-b34d-90f5996b489e,True,5,0.4,0.0,0.4,0.5389337367322433
M11,5bc76725-6d63-4509-b203-931eb5dd08ad,433c116f-99e5-4392-a1a5-db5343ae29d9,True,7,0.5714285714285714,0.2857142857142857,0.42857142857142855,1.2624730544199636
M11,5bc76725-6d63-4509-b203-931eb5dd08ad,47e01263-838f-4350-bdc8-13eedd456698,True,6,0.5,0.0,0.16666666666666666,0.8056110442705746
M11,5bc76725-6d63-4509-b203-931eb5dd08ad,a4e593ec-852a-4480-82f8-626000a26def,True,5,0.4,0.0,0.4,0.5032804608676384
M11,5bc76725-6d63-4509-b203-931eb5dd08ad,b05f591d-4a9c-4816-ba34-5149a94fe9b9,True,5,0.4,0.0,0.4,0.8381227087908314
M11,5bc76725-6d63-4509-b203-931eb5dd08ad,b1e29cc7-971f-449e-858a-61bbdfe45d54,True,5,0.4,0.0,0.4,0.5099398615920062
M11,5bc76725-6d63-4509-b203-931eb5dd08ad,e5173f9c-1f75-4b7a-8a02-302fc7526615,True,5,0.4,0.0,0.4,0.816792778657969
M11,5bc76725-6d63-4509-b203-931eb5dd08ad,f3053ffe-7fdf-41b9-9826-f2005b1c5400,True,5,0.4,0.0,0.4,0.816792778657969
M11,88340523-06cd-4daf-bbf1-c3b26eb486c7,1045ca87-2ca6-41ca-b28e-b41466e48e6c,False,5,0.4,0.0,0.6,0.6833932759503792
M11,88340523-06cd-4daf-bbf1-c3b26eb486c7,2e575328-8221-4d43-afae-3573281d2492,False,5,0.4,0.0,0.8,1.1027341596407352
M11,88340523-06cd-4daf-bbf1-c3b26eb486c7,3b4e84c6-f2f1-4754-ae02-59e3a63015ef,True,6,0.5,0.0,0.0,0.4707262371315979
M11,88340523-06cd-4daf-bbf1-c3b26eb486c7,3bf0bf2d-c37e-4196-856b-bb2460a01c37,True,6,0.5,0.0,0.16666666666666666,0.49191027141353505
M11,88340523-06cd-4daf-bbf1-c3b26eb486c7,6daf2dcf-7306-4f53-b83b-cda8a3bb4afc,False,5,0.4,0.0,0.2,0.5984755036116798
M11,88340523-06cd-4daf-bbf1-c3b26eb486c7,7fb34255-a80c-413c-97e9-9f345431fd7f,True,6,0.5,0.0,0.0,0.4707262371315979
M11,88340523-06cd-4daf-bbf1-c3b26eb486c7,cdac639e-65be-42a3-8d7e-d8b51be5661d,True,6,0.5,0.0,0.0,0.4707262371315979
M11,88340523-06cd-4daf-bbf1-c3b26eb486c7,e820bf4c-9924-4673-9c31-5ade793dd20f,False,5,0.4,0.0,0.2,0.721383753410222
M11,a2a6c915-f954-43bb-95ed-204bba3594e5,060f7ef0-9bce-449a-b41f-5dbd65720953,True,6,0.5,0.0,0.3333333333333333,0.6787409485535907
M11,a2a6c915-f954-43bb-95ed-204bba3594e5,0a507fcf-944f-4444-a4b4-4d979a3b162b,True,6,0.5,0.0,0.3333333333333333,0.6309566200706843
M11,a2a6c915-f954-43bb-95ed-204bba3594e5,1009fa82-d3f6-4c42-a529-69d04374375c,True,6,0.5,0.0,0.3333333333333333,0.6310060373986871
M11,a2a6c915-f954-43bb-95ed-204bba3594e5,2ea1e254-3708-4bd6-a956-f0c926a5a77e,True,6,0.5,0.0,0.3333333333333333,0.6309742878526682
M11,a2a6c915-f954-43bb-95ed-204bba3594e5,4f376f58-97d4-4044-9981-d1ee9fa2a328,True,6,0.5,0.0,0.3333333333333333,0.6309488521098204
M11,a2a6c915-f954-43bb-95ed-204bba3594e5,b72f3e74-4c61-4d9b-ad1f-f544e828d7cd,True,6,0.5,0.0,0.5,0.6309638665145636
M11,a2a6c915-f954-43bb-95ed-204bba3594e5,cea45fef-ed97-421a-9ba4-280086a19ffd,True,7,0.5714285714285714,0.0,0.0,1.0266396972347078
M11,a2a6c915-f954-43bb-95ed-204bba3594e5,f932b02c-e0ea-4421-9ecc-66458dfb0473,True,6,0.5,0.0,0.3333333333333333,0.6310149112368147
M11,abd98d00-042e-4d01-9c41-f4284f6cf310,0e6e456e-3205-4041-a1c7-14999e9b4e8d,True,5,0.4,0.0,0.4,0.5490780908725681
M11,abd98d00-042e-4d01-9c41-f4284f6cf310,1b633567-2111-4bba-bc09-36dcda4763d1,True,5,0.4,0.0,0.6,0.8289491024628484
M11,abd98d00-042e-4d01-9c41-f4284f6cf310,627d0b86-39fb-4aee-8d67-e9291726ab47,True,6,0.5,0.16666666666666666,0.3333333333333333,1.2419895643251466
M11,abd98d00-042e-4d01-9c41-f4284f6cf310,b2c8ba08-52c0-4625-ad5e-2b82a309e401,True,5,0.4,0.0,0.4,0.5490779190010319
M11,abd98d00-042e-4d01-9c41-f4284f6cf310,b6ff4a78-2bd2-4cb2-8d44-b357d259d358,True,6,0.5,0.16666666666666666,0.16666666666666666,0.9005028005096851
M11,abd98d00-042e-4d01-9c41-f4284f6cf310,b97aacd7-062e-4e28-b3c1-5870b4eab6ef,True,5,0.4,0.0,0.6,0.8290085571385599
M11,abd98d00-042e-4d01-9c41-f4284f6cf310,d207495b-f786-4c39-9bba-48f35dc9a6dc,True,5,0.4,0.0,0.4,0.5785545561070171
M11,abd98d00-042e-4d01-9c41-f4284f6cf310,ff7ca9f5-954f-4ae8-bf77-03ceac26dfed,True,5,0.4,0.0,0.4,0.6322642536675169
M11,bfe3c685-2eb0-4a3a-8d77-756e7b5af5f9,082281d7-2b9d-4322-a106-ef599e496a71,True,5,0.4,0.0,0.0,0.28936779220965475
M11,bfe3c685-2eb0-4a3a-8d77-756e7b5af5f9,1943c1d6-a450-4a19-a45d-6b6b3ee8a90a,True,5,0.4,0.0,0.0,0.28936779220965475
M11,bfe3c685-2eb0-4a3a-8d77-756e7b5af5f9,1c8d0bef-e72a-4bec-8f54-916bc7de4e1c,True,5,0.4,0.0,0.0,0.28936779220965475
M11,bfe3c685-2eb0-4a3a-8d77-756e7b5af5f9,7b78de9c-3c88-40da-a370-b49230572488,True,5,0.4,0.0,0.0,0.28936779220965475
M11,bfe3c685-2eb0-4a3a-8d77-756e7b5af5f9,9233f124-a7db-4f7c-9215-e44fda2f9913,True,5,0.4,0.0,0.2,0.33966699675366563
M11,bfe3c685-2eb0-4a3a-8d77-756e7b5af5f9,b057ca04-5ac2-4dfd-8422-d62316f29cb2,False,5,0.4,0.0,0.2,1.1723407878298082
M11,bfe3c685-2eb0-4a3a-8d77-756e7b5af5f9,fa02cd54-6145-45b5-af83-8982b53a83cc,False,7,0.5714285714285714,0.0,0.2857142857142857,0.7137334609344778
M11,bfe3c685-2eb0-4a3a-8d77-756e7b5af5f9,fe14e6ab-516c-4c70-9c67-5702bb2ed037,True,5,0.4,0.0,0.0,0.28936779220965475
M11,c46c6ff2-0b40-410a-91f8-ceed17cb8139,2a1bd7d7-31be-40d0-a122-5f093782f5cc,False,5,0.4,0.0,0.0,0.0
M11,c46c6ff2-0b40-410a-91f8-ceed17cb8139,3a7de22c-5cf7-4fa2-a6b0-18a7164fdf32,False,5,0.4,0.0,0.0,0.0
M11,c46c6ff2-0b40-410a-91f8-ceed17cb8139,5458cbdf-fbe9-4369-a58d-14a8af30bae0,False,5,0.4,0.2,0.0,0.0
M11,c46c6ff2-0b40-410a-91f8-ceed17cb8139,6d206977-61e8-480b-b68d-80a0ff916eb6,False,5,0.4,0.0,0.0,0.0
M11,c46c6ff2-0b40-410a-91f8-ceed17cb8139,7f58e873-f223-4db1-a0ce-f2f03736c76a,False,5,0.4,0.0,0.0,0.0
M11,c46c6ff2-0b40-410a-91f8-ceed17cb8139,9a13a4f9-9cda-413e-afda-2a41eca0bf48,False,5,0.4,0.0,0.0,0.0
M11,c46c6ff2-0b40-410a-91f8-ceed17cb8139,aef4d930-bd76-4246-8fe7-4bd70cd4493a,False,7,0.5714285714285714,0.0,0.0,0.0
M11,c46c6ff2-0b40-410a-91f8-ceed17cb8139,f8ab8e1c-8d7b-47ea-9075-acc7a7a795c6,False,5,0.4,0.0,0.0,0.0
M11,cc7cac89-99cc-42bf-89e5-3f81bcfe83f6,45bc7c79-a53e-431d-8e8b-b6b5746b5583,True,6,0.5,0.0,0.16666666666666666,0.34342807407317116
M11,cc7cac89-99cc-42bf-89e5-3f81bcfe83f6,6cca5e3b-afd3-44a8-8f6b-e8e591f41e1a,True,6,0.5,0.0,0.16666666666666666,0.4033907236916283
M11,cc7cac89-99cc-42bf-89e5-3f81bcfe83f6,827fd635-6a4f-4aec-8a65-7fe445691eb2,True,6,0.5,0.0,0.16666666666666666,0.3459983653650706
M11,cc7cac89-99cc-42bf-89e5-3f81bcfe83f6,abd45b2f-e40b-4c5a-879b-974b5ba28f1e,False,5,0.4,0.0,0.2,0.7100338869700781
M11,cc7cac89-99cc-42bf-89e5-3f81bcfe83f6,d1e11c8c-5716-4143-8f5d-738cec43d990,False,5,0.4,0.0,0.6,0.9866776652306823
M11,cc7cac89-99cc-42bf-89e5-3f81bcfe83f6,dbc70557-396d-4405-ad55-fe4a611118ac,True,6,0.5,0.0,0.16666666666666666,0.3283948454671603
M11,cc7cac89-99cc-42bf-89e5-3f81bcfe83f6,e7432ad9-bedc-43bc-9e96-d66a49174205,False,6,0.5,0.0,0.6666666666666666,0.7544720065516518
M11,cc7cac89-99cc-42bf-89e5-3f81bcfe83f6,f48bba38-794b-4fa2-822c-e4bf3abf222c,True,6,0.5,0.0,0.16666666666666666,0.3866301450367889
M11,cca4d9ea-4553-4e16-b57b-bea7882f0ced,013031d9-7b6b-4a42-989a-fc4b05718557,True,5,0.4,0.0,0.4,0.5883034264154091
M11,cca4d9ea-4553-4e16-b57b-bea7882f0ced,015b9524-423e-49a7-bc51-aeabbbfd6fc0,True,5,0.4,0.0,0.4,0.5883034264154091
M11,cca4d9ea-4553-4e16-b57b-bea7882f0ced,0da0c08f-98e8-46cc-a288-7de60a6f97d4,False,5,0.4,0.0,0.6,1.0838795492337963
M11,cca4d9ea-4553-4e16-b57b-bea7882f0ced,156a2af4-59de-4d6a-8f62-f7009f8d1a90,True,7,0.5714285714285714,0.0,0.42857142857142855,0.5235518885178362
M11,cca4d9ea-4553-4e16-b57b-bea7882f0ced,355cd62a-5c06-4758-a2ef-ed25a532c755,False,4,0.25,0.0,0.25,0.8941382090324623
M11,cca4d9ea-4553-4e16-b57b-bea7882f0ced,9ce538dd-6017-4cf3-b859-b99d93b82a53,False,4,0.25,0.0,0.25,0.8521927719204292
M11,cca4d9ea-4553-4e16-b57b-bea7882f0ced,bf6f0557-b48f-4dcc-a84f-3c3442664a88,True,8,0.625,0.0,0.625,0.5944233736263529
M11,cca4d9ea-4553-4e16-b57b-bea7882f0ced,daf17301-e552-4e56-a1d0-312250aa8f8f,True,14,0.7857142857142857,0.0,0.35714285714285715,0.43886565241910425
M11,ef86a53c-dc4c-4a7f-84b5-d33fd39f264c,2754e8d0-7e09-48b6-890a-e72eab4c63f8,True,5,0.4,0.0,0.4,0.1854371886048151
M11,ef86a53c-dc4c-4a7f-84b5-d33fd39f264c,2f3a2380-0ed7-4472-8b3e-9dc68f742869,True,5,0.4,0.0,0.4,0.18482568926900067
M11,ef86a53c-dc4c-4a7f-84b5-d33fd39f264c,532ebe3d-f412-41d8-b9d6-a4f6698caa20,True,5,0.4,0.0,0.4,0.18555977245483027
M11,ef86a53c-dc4c-4a7f-84b5-d33fd39f264c,660f8454-06d3-4750-af30-017fc887e15f,True,5,0.4,0.0,0.4,0.18487280288712543
M11,ef86a53c-dc4c-4a7f-84b5-d33fd39f264c,7ff794c8-48bf-444d-9a43-e45664e13f37,True,5,0.4,0.0,0.4,0.18613509135234751
M11,ef86a53c-dc4c-4a7f-84b5-d33fd39f264c,96eeefdc-1f09-43b2-a192-27bd9102e52a,True,5,0.4,0.0,0.4,0.18509693820010095
M11,ef86a53c-dc4c-4a7f-84b5-d33fd39f264c,9f9922a3-ba63-41de-a088-b8941c47572f,True,5,0.4,0.0,0.4,0.18487730748355627
M11,ef86a53c-dc4c-4a7f-84b5-d33fd39f264c,afddbd99-7a42-4ccd-ab34-c4690f4bdef1,False,5,0.4,0.0,0.0,1.2331203951768086
M11,f1d5dbf4-c4ea-402a-ba74-c48191f63c6d,02079591-5bc1-4350-ae11-07dd6a732d62,False,5,0.4,0.0,0.0,0.0
M11,f1d5dbf4-c4ea-402a-ba74-c48191f63c6d,05142339-657f-42ef-9ccd-fd091c3bbe9b,False,5,0.4,0.0,0.0,0.0
M11,f1d5dbf4-c4ea-402a-ba74-c48191f63c6d,34d076ec-9cb6-447d-9889-716c6855eae0,False,5,0.4,0.0,0.0,0.0
M11,f1d5dbf4-c4ea-402a-ba74-c48191f63c6d,4f3861e7-b520-4e13-b208-ce154fb3f857,False,5,0.4,0.0,0.0,0.0
M11,f1d5dbf4-c4ea-402a-ba74-c48191f63c6d,54f72fac-f318-40cc-b167-da5e7c7692aa,False,5,0.4,0.0,0.0,0.0
M11,f1d5dbf4-c4ea-402a-ba74-c48191f63c6d,6d99caff-c7f4-42f8-aefd-528b6ee600ef,False,5,0.4,0.0,0.0,0.0
M11,f1d5dbf4-c4ea-402a-ba74-c48191f63c6d,b4992480-d017-4f2e-9dbd-e8cb9076d8fb,False,5,0.4,0.0,0.0,0.0
M11,f1d5dbf4-c4ea-402a-ba74-c48191f63c6d,b9466305-7f59-41c0-bcc8-c380c1b3eece,False,6,0.5,0.0,0.0,0.0
M11,f8c56aa8-b9f2-46af-8bc2-750045ada7e4,1dc76de5-a86a-4635-94c5-90b3bcd58b71,False,5,0.4,0.0,0.0,0.0
M11,f8c56aa8-b9f2-46af-8bc2-750045ada7e4,96c92d41-f0de-413c-a2b4-01f75c62b344,False,6,0.5,0.0,0.0,0.0
M11,f8c56aa8-b9f2-46af-8bc2-750045ada7e4,9d61f3a7-375f-40cd-99fa-86fa5330b595,False,5,0.4,0.0,0.0,0.0
M11,f8c56aa8-b9f2-46af-8bc2-750045ada7e4,b0bdcace-c4b4-4a03-8bf6-bbf7f5612170,False,6,0.5,0.0,0.0,0.0
M11,f8c56aa8-b9f2-46af-8bc2-750045ada7e4,b2193ffb-f1bb-4ffb-b369-1012b69ef3c7,False,5,0.4,0.0,0.0,0.0
M11,f8c56aa8-b9f2-46af-8bc2-750045ada7e4,e619bf37-686b-4dde-a7ab-8c71634d9727,False,6,0.5,0.0,0.0,0.0
M11,f8c56aa8-b9f2-46af-8bc2-750045ada7e4,ea1d6825-a003-4797-8ca5-17a04365a395,False,9,0.6666666666666666,0.0,0.0,0.0
M11,f8c56aa8-b9f2-46af-8bc2-750045ada7e4,f26999c1-996a-4d4a-98ab-fca148095eb9,False,6,0.5,0.0,0.0,0.0
